"longitude","latitude","MAT","MPB","Prevalence"
0.203527675278,25.7249997575,26.5379379888174,1.69938166352657,0.0536606064138654
0.620194340278,25.7249997575,26.8266245542623,1.69912425373457,0.0536551443807164
1.03686100528,25.7249997575,27.9411897842183,1.69862927010204,0.0536446403914759
1.45352767028,25.7249997575,28.1880573252943,1.69896865806606,0.0536518426205654
1.87019433528,25.7249997575,28.1880573252943,1.69896865806606,0.0536518426205654
2.28686100028,25.7249997575,28.0159972320953,1.69923822123694,0.0536575627176615
2.70352766528,25.7249997575,27.8695615738943,1.69943168996438,0.0536616679013807
3.12019433028,25.7249997575,27.0980350502474,1.69982058777941,0.0536699193631271
3.53686099528,25.7249997575,25.9850397520188,1.70140940607576,0.0537036232417563
3.95352766028,25.7249997575,25.594850514265,1.70285080415784,0.0537341901966655
4.37019432528,25.7249997575,25.594850514265,1.70285080415784,0.0537341901966655
4.78686099028,25.7249997575,23.6083732275774,1.95355779170702,0.0589189521316595
5.20352765528,25.7249997575,24.1888055724184,1.72106295198144,0.0541196168914468
5.62019432028,25.7249997575,23.3885850036612,1.71959139093617,0.0540885280298086
6.03686098528,25.7249997575,23.0885455047207,1.71541368789863,0.0540002163930194
6.45352765028,25.7249997575,22.6207753234448,1.74350219915073,0.054592513510358
6.87019431528,25.7249997575,22.6207753234448,1.74350219915073,0.054592513510358
7.28686098028,25.7249997575,21.8390989784445,1.80730610927721,0.0559254528171773
7.70352764528,25.7249997575,21.8165007130717,1.81368572269342,0.0560577994793592
8.12019431028,25.7249997575,21.7968934288052,1.82311884146623,0.056253187478815
8.53686097528,25.7249997575,22.5018413048407,1.86583897204888,0.0571335631947956
8.95352764028,25.7249997575,23.5613944871444,1.71009820547911,0.053887742839
9.37019430528,25.7249997575,23.5613944871444,1.71009820547911,0.053887742839
9.78686097028,25.7249997575,23.5459343970785,1.70044627057852,0.0536831934164708
10.2035276353,25.7249997575,23.602819199976,1.69857452037762,0.0536434784872514
10.6201943003,25.7249997575,23.7836609232923,1.69801112365518,0.0536315212516726
11.0368609653,25.7249997575,23.0039403733958,1.69907858495312,0.053654175294422
11.4535276303,25.7249997575,22.3416385915946,1.70457891844406,0.0537708252721155
11.8701942953,25.7249997575,22.3416385915946,1.70457891844406,0.0537708252721155
12.2868609603,25.7249997575,22.412492644671,1.70067400349987,0.053688024409799
12.7035276253,25.7249997575,21.9773373316444,1.69874617881386,0.0536471213955236
13.1201942903,25.7249997575,21.9553922652379,1.6977000489229,0.0536249185613248
13.5368609553,25.7249997575,22.246545943491,1.69751713300285,0.0536210358943213
13.9535276203,25.7249997575,22.5948460817043,1.69747468425998,0.0536201348343175
14.3701942853,25.7249997575,22.5948460817043,1.69747468425998,0.0536201348343175
14.7868609503,25.7249997575,22.7295041263843,1.69753146186785,0.0536213400515136
15.2035276153,25.7249997575,22.9546617012538,1.6987440625901,0.053647076486153
15.6201942803,25.7249997575,22.9521489001398,1.70019706748848,0.0536779067041075
16.0368609453,25.7249997575,22.6705130400402,1.70774443715379,0.0538378983205924
16.4535276103,25.7249997575,22.6294498495929,1.71384842800866,0.0539671089856646
16.8701942753,25.7249997575,22.6294498495929,1.71384842800866,0.0539671089856646
17.2868609403,25.7249997575,22.9183119308419,1.76325485538543,0.0550070009848841
17.7035276053,25.7249997575,22.7544263023823,1.78222306875497,0.055403472987384
18.1201942703,25.7249997575,22.3139947791091,1.74343261655294,0.0545910504499072
18.5368609353,25.7249997575,22.1039414926358,1.72754804394477,0.0542565113866207
18.9535276003,25.7249997575,22.2540198576216,1.72243598870042,0.0541486157591695
19.3701942653,25.7249997575,22.2540198576216,1.72243598870042,0.0541486157591695
19.7868609303,25.7249997575,22.0815265453079,1.72045120197383,0.0541066939337463
20.2035275953,25.7249997575,21.8808321273774,1.7128632924413,0.0539462664964264
20.6201942603,25.7249997575,22.1126683825538,1.7142705675533,0.0539760388780608
21.0368609253,25.7249997575,22.4673485524862,1.72755760894795,0.054256713160138
21.4535275903,25.7249997575,22.4512455826125,1.73263149280385,0.054363690665001
21.8701942553,25.7249997575,22.4512455826125,1.73263149280385,0.054363690665001
22.2868609203,25.7249997575,22.3538863334281,1.73443450349204,0.0544016783952848
22.7035275853,25.7249997575,22.1230404881007,1.72961079759131,0.0543000159315044
23.1201942503,25.7249997575,22.3049943405617,1.89252124655493,0.0576797694573654
23.5368609153,25.7249997575,22.6882308378039,1.93883937616528,0.0586214224663054
23.9535275803,25.7249997575,22.9809317615276,1.91236244002219,0.0580841448703603
24.3701942453,25.7249997575,22.9809317615276,1.91236244002219,0.0580841448703603
24.7868609103,25.7249997575,22.4452583842279,1.94232865043411,0.0586920306379909
25.2035275753,25.7249997575,21.1022028102681,1.81325507333496,0.056048870791605
25.6201942403,25.7249997575,20.7878015984914,1.77726562121929,0.0552999986867471
